T, PV
204, 0.1
205, 0.2
206, 0.3
207, 0.3
208, 0.1
209, 0
210, 0
211, 0
212, 0
213, 0
214, 0
215, 0
216, 0
217, 0
218, 0
219, 0
220, 0
221, 0
222, 0
223, 0
224, 0
225, 0
226, 0.2
227, 0.4
228, 0.6
229, 0.7
230, 0.8
231, 0.6
232, 0.3
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 0
249, 0
250, 0.3
251, 0.5
252, 0.9
253, 1
254, 0.8
255, 0.6
256, 0.3
257, 0
258, 0
259, 0
260, 0
261, 0
262, 0
263, 0
264, 0
265, 0
266, 0
267, 0
268, 0
269, 0
270, 0
271, 0
272, 0
273, 0
274, 0.3
275, 1.2
276, 1.6
277, 1.8
278, 1.5
279, 1.1
280, 0.6
281, 0
282, 0
283, 0
284, 0
285, 0
286, 0
287, 0
288, 0
289, 0
290, 0
291, 0
292, 0
293, 0
294, 0
295, 0
296, 0
297, 0
298, 0.2
299, 0.5
300, 0.8
301, 1
302, 0.9
303, 0.7
304, 0.3
305, 0
306, 0
307, 0
308, 0
309, 0
310, 0
311, 0
312, 0
313, 0
314, 0
315, 0
316, 0
317, 0
318, 0
319, 0
320, 0
321, 0
322, 0.1
323, 0.3
324, 0.5
325, 0.5
326, 0.4
327, 0.3
328, 0.1
329, 0
330, 0
331, 0
332, 0
333, 0
334, 0
335, 0
336, 0
337, 0
338, 0
339, 0
340, 0
341, 0
342, 0
343, 0
344, 0
345, 0
346, 0.2
347, 0.9
348, 1.3
349, 1.5
350, 1.3
351, 0.8
352, 0.4
353, 0
354, 0
355, 0
356, 0
357, 0
358, 0
359, 0
360, 0
361, 0
362, 0
363, 0
364, 0
365, 0
366, 0
367, 0
368, 0
369, 0
370, 0.1
371, 0.1
372, 0.2
373, 0.2
374, 0.2
375, 0.1
376, 0.1
377, 0
378, 0
379, 0
380, 0
381, 0
382, 0
383, 0
384, 0
385, 0
386, 0
387, 0
388, 0
389, 0
390, 0
391, 0
392, 0
393, 0
394, 0
395, 0.1
396, 0.1
397, 0.1
398, 0.1
399, 0.1
400, 0
401, 0
402, 0
403, 0
404, 0
405, 0
406, 0
407, 0
408, 0
409, 0
410, 0
411, 0
412, 0
413, 0
414, 0
415, 0
416, 0
417, 0
418, 0
419, 0.1
420, 0.1
421, 0.1
422, 0.1
423, 0.1
424, 0
425, 0
426, 0
427, 0
428, 0
429, 0
430, 0
431, 0
432, 0
433, 0
434, 0
435, 0
436, 0
437, 0
438, 0
439, 0
440, 0
441, 0
442, 0
443, 0.1
444, 0.2
445, 0.2
446, 0.2
447, 0.2
448, 0.1
449, 0
450, 0
451, 0
452, 0
453, 0
454, 0
455, 0
456, 0
457, 0
458, 0
459, 0
460, 0
461, 0
462, 0
463, 0
464, 0
465, 0
466, 0.1
467, 0.1
468, 0.2
469, 0.3
470, 0.2
471, 0.2
472, 0.1
473, 0
474, 0
475, 0
476, 0
477, 0
478, 0
479, 0
480, 0
481, 0
482, 0
483, 0
484, 0
485, 0
486, 0
487, 0
488, 0
489, 0
490, 0
491, 0
492, 0.1
493, 0.1
494, 0.1
495, 0.1
496, 0
497, 0
498, 0
499, 0
500, 0
501, 0
502, 0
503, 0
504, 0
505, 0
506, 0
507, 0
508, 0
509, 0
510, 0
511, 0
512, 0
513, 0
514, 0
515, 0.1
516, 0.2
517, 0.2
518, 0.3
519, 0.2
520, 0.1
521, 0
522, 0
523, 0
524, 0
525, 0
526, 0
527, 0
528, 0
529, 0
530, 0
531, 0
532, 0
533, 0
534, 0
535, 0
536, 0
537, 0
538, 0.2
539, 0.3
540, 0.4
541, 0.5
542, 0.5
543, 0.5
544, 0.3
545, 0
546, 0
547, 0
548, 0
549, 0
550, 0
551, 0
552, 0
553, 0
554, 0
555, 0
556, 0
557, 0
558, 0
559, 0
560, 0
561, 0
562, 0.1
563, 0.2
564, 0.3
565, 0.4
566, 0.3
567, 0.2
568, 0.1
569, 0
570, 0
571, 0
572, 0
573, 0
574, 0
575, 0
576, 0
577, 0
578, 0
579, 0
580, 0
581, 0
582, 0
583, 0
584, 0
585, 0
586, 0.1
587, 0.3
588, 0.4
589, 0.5
590, 0.5
591, 0.4
592, 0.2
593, 0
594, 0
595, 0
596, 0
597, 0
598, 0
599, 0
600, 0
601, 0
602, 0
603, 0
604, 0
605, 0
606, 0
607, 0
608, 0
609, 0
610, 0.1
611, 0.4
612, 0.6
613, 0.7
614, 0.8
615, 0.8
616, 0.3
617, 0.1
618, 0
619, 0
620, 0
621, 0
622, 0
623, 0
624, 0
625, 0
626, 0
627, 0
628, 0
629, 0
630, 0
631, 0
632, 0
633, 0
634, 0.2
635, 0.4
636, 0.6
637, 0.6
638, 0.6
639, 0.4
640, 0.2
641, 0
642, 0
643, 0
644, 0
645, 0
646, 0
647, 0
648, 0
649, 0
650, 0
651, 0
652, 0
653, 0
654, 0
655, 0
656, 0
657, 0.1
658, 0.4
659, 0.7
660, 1.1
661, 1.3
662, 1.1
663, 0.9
664, 0.7
665, 0.1
666, 0
667, 0
668, 0
669, 0
670, 0
671, 0
672, 0
673, 0
674, 0
675, 0
676, 0
677, 0
678, 0
679, 0
680, 0
681, 0
682, 0.1
683, 0.2
684, 0.5
685, 0.6
686, 0.5
687, 0.3
688, 0.2
689, 0
690, 0
691, 0
692, 0
693, 0
694, 0
695, 0
696, 0
697, 0
698, 0
699, 0
700, 0
701, 0
702, 0
703, 0
704, 0
705, 0.1
706, 0.2
707, 0.9
708, 1.3
709, 1.2
710, 0.6
711, 0.4
712, 0.2
713, 0
714, 0
715, 0
716, 0
717, 0
718, 0
719, 0
720, 0
721, 0
722, 0
723, 0
724, 0
725, 0
726, 0
727, 0
728, 0
729, 0.3
730, 1.7
731, 1.8
732, 2
733, 2.2
734, 2.1
735, 1.5
736, 0.7
737, 0.1
738, 0
739, 0
740, 0
741, 0
742, 0
743, 0
744, 0
745, 0
746, 0
747, 0
748, 0
749, 0
750, 0
751, 0
752, 0
753, 0.1
754, 0.6
755, 0.9
756, 1.3
757, 1.2
758, 0.5
759, 0.3
760, 0.2
761, 0
762, 0
763, 0
764, 0
765, 0
766, 0
767, 0
768, 0
769, 0
770, 0
771, 0
772, 0
773, 0
774, 0
775, 0
776, 0
777, 0
778, 0.2
779, 0.3
780, 0.8
781, 1.1
782, 0.5
783, 0.4
784, 0.3
785, 0
786, 0
787, 0
788, 0
789, 0
790, 0
791, 0
792, 0
793, 0
794, 0
795, 0
796, 0
797, 0
798, 0
799, 0
800, 0
801, 0.1
802, 0.6
803, 0.8
804, 0.9
805, 1.1
806, 1.1
807, 0.9
808, 0.5
809, 0.1
810, 0
811, 0
812, 0
813, 0
814, 0
815, 0
816, 0
817, 0
818, 0
819, 0
820, 0
821, 0
822, 0
823, 0
824, 0
825, 0
826, 0.1
827, 0.2
828, 0.4
829, 0.5
830, 0.4
831, 0.3
832, 0.2
833, 0.1
834, 0
835, 0
836, 0
837, 0
838, 0
839, 0
840, 0
841, 0
842, 0
843, 0
844, 0
845, 0
846, 0
847, 0
848, 0
849, 0.1
850, 1.2
851, 1.9
852, 2.3
853, 1.9
854, 0.9
855, 0.8
856, 0.5
857, 0.1
858, 0
859, 0
860, 0
861, 0
862, 0
863, 0
864, 0
865, 0
866, 0
867, 0
868, 0
869, 0
870, 0
871, 0
872, 0
873, 0.2
874, 0.9
875, 1.6
876, 2.4
877, 2.4
878, 2.1
879, 1.6
880, 1.1
881, 0.4
882, 0
883, 0
884, 0
885, 0
886, 0
887, 0
888, 0
889, 0
890, 0
891, 0
892, 0
893, 0
894, 0
895, 0
896, 0
897, 0.1
898, 0.4
899, 0.7
900, 0.9
901, 0.9
902, 0.8
903, 0.7
904, 0.5
905, 0.2
906, 0
907, 0
908, 0
909, 0
910, 0
911, 0
912, 0
913, 0
914, 0
915, 0
916, 0
917, 0
918, 0
919, 0
920, 0
921, 0.1
922, 0.1
923, 0.4
924, 0.5
925, 0.6
926, 0.6
927, 0.6
928, 0.4
929, 0.1
930, 0
931, 0
932, 0
933, 0
934, 0
935, 0
936, 0
937, 0
938, 0
939, 0
940, 0
941, 0
942, 0
943, 0
944, 0
945, 0
946, 0.3
947, 0.5
948, 0.8
949, 0.9
950, 0.7
951, 0.6
952, 0.4
953, 0.2
954, 0
955, 0
956, 0
957, 0
958, 0
959, 0
960, 0
961, 0
962, 0
963, 0
964, 0
965, 0
966, 0
967, 0
968, 0
969, 0.2
970, 0.5
971, 0.9
972, 1.4
973, 1.8
974, 2.4
975, 2.1
976, 1.5
977, 0.5
978, 0
979, 0
980, 0
981, 0
982, 0
983, 0
984, 0
985, 0
986, 0
987, 0
988, 0
989, 0
990, 0
991, 0
992, 0
993, 0.2
994, 1.6
995, 2.3
996, 2.9
997, 2.5
998, 2.1
999, 1.6
1000, 1.1
1001, 0.4
1002, 0
1003, 0
1004, 0
1005, 0
1006, 0
1007, 0
1008, 0
1009, 0
1010, 0
1011, 0
1012, 0
1013, 0
1014, 0
1015, 0
1016, 0
1017, 0.2
1018, 0.4
1019, 0.6
1020, 0.7
1021, 0.8
1022, 0.6
1023, 0.4
1024, 0.2
1025, 0.1
1026, 0
1027, 0
1028, 0
1029, 0
1030, 0
1031, 0
1032, 0
1033, 0
1034, 0
1035, 0
1036, 0
1037, 0
1038, 0
1039, 0
1040, 0
1041, 0.1
1042, 0.3
1043, 0.6
1044, 0.9
1045, 0.9
1046, 0.9
1047, 0.6
1048, 0.4
1049, 0.2
1050, 0
1051, 0
1052, 0
1053, 0
1054, 0
1055, 0
1056, 0
1057, 0
1058, 0
1059, 0
1060, 0
1061, 0
1062, 0
1063, 0
1064, 0
1065, 0.3
1066, 0.8
1067, 1.4
1068, 1.7
1069, 1.9
1070, 1.9
1071, 1.7
1072, 1
1073, 0.4
1074, 0
1075, 0
1076, 0
1077, 0
1078, 0
1079, 0
1080, 0
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 0
1087, 0
1088, 0
1089, 0.3
1090, 0.7
1091, 1.3
1092, 1.7
1093, 2
1094, 1.8
1095, 1.3
1096, 0.7
1097, 0.2
1098, 0
1099, 0
1100, 0
1101, 0
1102, 0
1103, 0
1104, 0
1105, 0
1106, 0
1107, 0
1108, 0
1109, 0
1110, 0
1111, 0
1112, 0
1113, 0.1
1114, 0.3
1115, 0.6
1116, 0.7
1117, 0.8
1118, 0.6
1119, 0.5
1120, 0.3
1121, 0.1
1122, 0
1123, 0
1124, 0
1125, 0
1126, 0
1127, 0
1128, 0
1129, 0
1130, 0
1131, 0
1132, 0
1133, 0
1134, 0
1135, 0
1136, 0
1137, 0.1
1138, 0.3
1139, 0.5
1140, 0.7
1141, 0.7
1142, 0.6
1143, 0.5
1144, 0.3
1145, 0.2
1146, 0
1147, 0
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0.2
1162, 0.6
1163, 1.2
1164, 1.5
1165, 1.6
1166, 1.5
1167, 1
1168, 0.6
1169, 0.3
1170, 0.1
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0.2
1186, 0.4
1187, 0.6
1188, 0.7
1189, 0.6
1190, 0.5
1191, 0.4
1192, 0.3
1193, 0.1
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0.2
1210, 0.4
1211, 0.8
1212, 1.1
1213, 1.2
1214, 0.8
1215, 0.7
1216, 0.4
1217, 0.2
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0.2
1234, 0.7
1235, 1.4
1236, 1.8
1237, 1.9
1238, 1.7
1239, 1.4
1240, 1
1241, 0.4
1242, 0.1
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
1251, 0
1252, 0
1253, 0
1254, 0
1255, 0
1256, 0
1257, 0.3
1258, 0.8
1259, 1.4
1260, 1.6
1261, 1.6
1262, 1.4
1263, 1.1
1264, 0.8
1265, 0.3
1266, 0.1
1267, 0
1268, 0
1269, 0
1270, 0
1271, 0
1272, 0
1273, 0
1274, 0
1275, 0
1276, 0
1277, 0
1278, 0
1279, 0
1280, 0
1281, 0.1
1282, 0.3
1283, 0.4
1284, 0.6
1285, 0.6
1286, 0.5
1287, 0.4
1288, 0.3
1289, 0.1
1290, 0
1291, 0
1292, 0
1293, 0
1294, 0
1295, 0
1296, 0
1297, 0
1298, 0
1299, 0
1300, 0
1301, 0
1302, 0
1303, 0
1304, 0
1305, 0.1
1306, 0.1
1307, 0.2
1308, 0.3
1309, 0.4
1310, 0.5
1311, 0.6
1312, 0.4
1313, 0.2
1314, 0
1315, 0
1316, 0
1317, 0
1318, 0
1319, 0
1320, 0
1321, 0
1322, 0
1323, 0
1324, 0
1325, 0
1326, 0
1327, 0
1328, 0
1329, 0
1330, 0.2
1331, 0.3
1332, 0.6
1333, 0.7
1334, 1
1335, 0.8
1336, 0.5
1337, 0.2
1338, 0
1339, 0
1340, 0
1341, 0
1342, 0
1343, 0
1344, 0
1345, 0
1346, 0
1347, 0
1348, 0
1349, 0
1350, 0
1351, 0
1352, 0
1353, 0.1
1354, 0.2
1355, 0.3
1356, 0.4
1357, 0.5
1358, 0.5
1359, 0.4
1360, 0.2
1361, 0.1
1362, 0
1363, 0
1364, 0
1365, 0
1366, 0
1367, 0
1368, 0
1369, 0
1370, 0
1371, 0
1372, 0
1373, 0
1374, 0
1375, 0
1376, 0
1377, 0.1
1378, 0.3
1379, 0.5
1380, 0.8
1381, 0.9
1382, 0.7
1383, 0.7
1384, 0.5
1385, 0.2
1386, 0
1387, 0
1388, 0
1389, 0
1390, 0
1391, 0
1392, 0
1393, 0
1394, 0
1395, 0
1396, 0
1397, 0
1398, 0
1399, 0
1400, 0.1
1401, 0.3
1402, 0.6
1403, 0.8
1404, 1
1405, 1.1
1406, 1
1407, 0.9
1408, 0.6
1409, 0.4
1410, 0
1411, 0
1412, 0
1413, 0
1414, 0
1415, 0
1416, 0
1417, 0
1418, 0
1419, 0
1420, 0
1421, 0
1422, 0
1423, 0
1424, 0
1425, 0.2
1426, 0.4
1427, 0.8
1428, 0.9
1429, 1.1
1430, 1.1
1431, 1.1
1432, 0.9
1433, 0.6
1434, 0.1
1435, 0
1436, 0
1437, 0
1438, 0
1439, 0
1440, 0
1441, 0
1442, 0
1443, 0
1444, 0
1445, 0
1446, 0
1447, 0
1448, 0.1
1449, 1
1450, 1.6
1451, 2.5
1452, 3.6
1453, 4.6
1454, 4.2
1455, 3.1
1456, 2.7
1457, 1.4
1458, 0.1
1459, 0
1460, 0
1461, 0
1462, 0
1463, 0
1464, 0
1465, 0
1466, 0
1467, 0
1468, 0
1469, 0
1470, 0
1471, 0
1472, 0.1
1473, 0.4
1474, 0.8
1475, 1.8
1476, 2.3
1477, 2.4
1478, 2.8
1479, 2.3
1480, 1.8
1481, 0.9
1482, 0.2
1483, 0
1484, 0
1485, 0
1486, 0
1487, 0
1488, 0
1489, 0
1490, 0
1491, 0
1492, 0
1493, 0
1494, 0
1495, 0
1496, 0.3
1497, 1.9
1498, 3.5
1499, 4.8
1500, 5.5
1501, 5.7
1502, 5.3
1503, 4.6
1504, 3.5
1505, 1.8
1506, 0.1
1507, 0
1508, 0
1509, 0
1510, 0
1511, 0
1512, 0
1513, 0
1514, 0
1515, 0
1516, 0
1517, 0
1518, 0
1519, 0
1520, 0.4
1521, 2.2
1522, 3.7
1523, 5
1524, 5.7
1525, 6
1526, 5.6
1527, 4.8
1528, 3.5
1529, 1.7
1530, 0.1
1531, 0
1532, 0
1533, 0
1534, 0
1535, 0
1536, 0
1537, 0
1538, 0
1539, 0
1540, 0
1541, 0
1542, 0
1543, 0
1544, 0.3
1545, 2.5
1546, 4.2
1547, 5.1
1548, 5.8
1549, 5.7
1550, 5.2
1551, 4
1552, 2.9
1553, 1.6
1554, 0.2
1555, 0
1556, 0
1557, 0
1558, 0
1559, 0
1560, 0
1561, 0
1562, 0
1563, 0
1564, 0
1565, 0
1566, 0
1567, 0
1568, 0.1
1569, 0.7
1570, 1.4
1571, 1.8
1572, 2.1
1573, 2.3
1574, 2
1575, 1.7
1576, 1.1
1577, 0.5
1578, 0.1
1579, 0
1580, 0
1581, 0
1582, 0
1583, 0
1584, 0
1585, 0
1586, 0
1587, 0
1588, 0
1589, 0
1590, 0
1591, 0
1592, 0.1
1593, 0.3
1594, 0.8
1595, 1.2
1596, 1.5
1597, 1.4
1598, 1.2
1599, 1.2
1600, 0.9
1601, 0.5
1602, 0.1
1603, 0
1604, 0
1605, 0
1606, 0
1607, 0
1608, 0
1609, 0
1610, 0
1611, 0
1612, 0
1613, 0
1614, 0
1615, 0
1616, 0.1
1617, 0.3
1618, 0.6
1619, 0.7
1620, 1.1
1621, 1.1
1622, 0.8
1623, 0.6
1624, 0.4
1625, 0.2
1626, 0.1
1627, 0
1628, 0
1629, 0
1630, 0
1631, 0
1632, 0
1633, 0
1634, 0
1635, 0
1636, 0
1637, 0
1638, 0
1639, 0
1640, 0.2
1641, 0.6
1642, 1.6
1643, 2.2
1644, 2.2
1645, 2.2
1646, 2
1647, 1.5
1648, 1.1
1649, 0.4
1650, 0.1
1651, 0
1652, 0
1653, 0
1654, 0
1655, 0
1656, 0
1657, 0
1658, 0
1659, 0
1660, 0
1661, 0
1662, 0
1663, 0
1664, 0.1
1665, 0.3
1666, 0.6
1667, 0.9
1668, 1.1
1669, 1.3
1670, 1.1
1671, 1
1672, 0.8
1673, 0.5
1674, 0.2
1675, 0
1676, 0
1677, 0
1678, 0
1679, 0
1680, 0
1681, 0
1682, 0
1683, 0
1684, 0
1685, 0
1686, 0
1687, 0
1688, 0.1
1689, 0.4
1690, 0.8
1691, 1
1692, 1.2
1693, 1.4
1694, 1.2
1695, 1.1
1696, 0.9
1697, 0.5
1698, 0.1
1699, 0
1700, 0
1701, 0
1702, 0
1703, 0
1704, 0
1705, 0
1706, 0
1707, 0
1708, 0
1709, 0
1710, 0
1711, 0
1712, 0.1
1713, 0.4
1714, 0.8
1715, 1.2
1716, 1.5
1717, 1.7
1718, 1.4
1719, 1.3
1720, 1
1721, 0.6
1722, 0.2
1723, 0
1724, 0
1725, 0
1726, 0
1727, 0
1728, 0
1729, 0
1730, 0
1731, 0
1732, 0
1733, 0
1734, 0
1735, 0
1736, 0.2
1737, 0.7
1738, 1.4
1739, 2.2
1740, 3.3
1741, 3.8
1742, 3.4
1743, 2.6
1744, 2
1745, 0.9
1746, 0.3
1747, 0
1748, 0
1749, 0
1750, 0
1751, 0
1752, 0
1753, 0
1754, 0
1755, 0
1756, 0
1757, 0
1758, 0
1759, 0
1760, 0.4
1761, 0.9
1762, 1.7
1763, 2.4
1764, 3
1765, 3.2
1766, 3.5
1767, 3.4
1768, 2.9
1769, 1.9
1770, 0.7
1771, 0
1772, 0
1773, 0
1774, 0
1775, 0
1776, 0
1777, 0
1778, 0
1779, 0
1780, 0
1781, 0
1782, 0
1783, 0
1784, 0.5
1785, 2
1786, 3.8
1787, 5.3
1788, 6.4
1789, 6.6
1790, 5.6
1791, 5.2
1792, 3.8
1793, 1.8
1794, 0.5
1795, 0
1796, 0
1797, 0
1798, 0
1799, 0
1800, 0
1801, 0
1802, 0
1803, 0
1804, 0
1805, 0
1806, 0
1807, 0
1808, 0.8
1809, 1.9
1810, 3.3
1811, 3.8
1812, 4.1
1813, 4.2
1814, 3.8
1815, 2.9
1816, 1.9
1817, 1
1818, 0.3
1819, 0
1820, 0
1821, 0
1822, 0
1823, 0
1824, 0
1825, 0
1826, 0
1827, 0
1828, 0
1829, 0
1830, 0
1831, 0
1832, 0.1
1833, 0.4
1834, 0.7
1835, 1.1
1836, 1.2
1837, 1.4
1838, 1.3
1839, 1
1840, 0.7
1841, 0.5
1842, 0.2
1843, 0
1844, 0
1845, 0
1846, 0
1847, 0
1848, 0
1849, 0
1850, 0
1851, 0
1852, 0
1853, 0
1854, 0
1855, 0
1856, 0.2
1857, 0.7
1858, 1.3
1859, 1.6
1860, 2.3
1861, 2.6
1862, 2.8
1863, 2.8
1864, 2.3
1865, 1.3
1866, 0.6
1867, 0.1
1868, 0
1869, 0
1870, 0
1871, 0
1872, 0
1873, 0
1874, 0
1875, 0
1876, 0
1877, 0
1878, 0
1879, 0
1880, 0.4
1881, 1.1
1882, 2
1883, 3.2
1884, 3.8
1885, 3.9
1886, 2.8
1887, 2.2
1888, 1.7
1889, 0.7
1890, 0.3
1891, 0
1892, 0
1893, 0
1894, 0
1895, 0
1896, 0
1897, 0
1898, 0
1899, 0
1900, 0
1901, 0
1902, 0
1903, 0
1904, 0.2
1905, 0.6
1906, 1.2
1907, 2.2
1908, 2.4
1909, 2.4
1910, 2.6
1911, 2.4
1912, 2
1913, 1.2
1914, 0.5
1915, 0.1
1916, 0
1917, 0
1918, 0
1919, 0
1920, 0
1921, 0
1922, 0
1923, 0
1924, 0
1925, 0
1926, 0
1927, 0
1928, 0.6
1929, 1.5
1930, 2.7
1931, 3.5
1932, 3.9
1933, 3.9
1934, 3.8
1935, 3.3
1936, 2.9
1937, 1.7
1938, 0.7
1939, 0.1
1940, 0
1941, 0
1942, 0
1943, 0
1944, 0
1945, 0
1946, 0
1947, 0
1948, 0
1949, 0
1950, 0
1951, 0.1
1952, 0.7
1953, 1.7
1954, 3
1955, 3.8
1956, 4.4
1957, 4.4
1958, 4.4
1959, 3.7
1960, 2.7
1961, 1.7
1962, 0.6
1963, 0.1
1964, 0
1965, 0
1966, 0
1967, 0
1968, 0
1969, 0
1970, 0
1971, 0
1972, 0
1973, 0
1974, 0
1975, 0.1
1976, 0.6
1977, 2.1
1978, 3.8
1979, 5
1980, 5.5
1981, 5.9
1982, 5.5
1983, 4.7
1984, 3.5
1985, 1.9
1986, 0.7
1987, 0.1
1988, 0
1989, 0
1990, 0
1991, 0
1992, 0
1993, 0
1994, 0
1995, 0
1996, 0
1997, 0
1998, 0
1999, 0.1
2000, 0.8
2001, 1.6
2002, 2.7
2003, 3.5
2004, 4.2
2005, 4.4
2006, 4.1
2007, 3.6
2008, 2.6
2009, 1.4
2010, 0.6
2011, 0.1
2012, 0
2013, 0
2014, 0
2015, 0
2016, 0
2017, 0
2018, 0
2019, 0
2020, 0
2021, 0
2022, 0
2023, 0.2
2024, 0.9
2025, 1.8
2026, 3
2027, 3.6
2028, 4.2
2029, 4.2
2030, 4
2031, 3.5
2032, 2.6
2033, 1.4
2034, 0.6
2035, 0.1
2036, 0
2037, 0
2038, 0
2039, 0
2040, 0
2041, 0
2042, 0
2043, 0
2044, 0
2045, 0
2046, 0
2047, 0.2
2048, 0.6
2049, 1.5
2050, 2.4
2051, 3.1
2052, 3.6
2053, 3.8
2054, 3.4
2055, 2.9
2056, 2.1
2057, 1.1
2058, 0.5
2059, 0.1
2060, 0
2061, 0
2062, 0
2063, 0
2064, 0
2065, 0
2066, 0
2067, 0
2068, 0
2069, 0
2070, 0
2071, 0.1
2072, 0.7
2073, 1.6
2074, 2.5
2075, 3
2076, 3.4
2077, 3.3
2078, 3.4
2079, 3
2080, 2
2081, 1.2
2082, 0.5
2083, 0.1
2084, 0
2085, 0
2086, 0
2087, 0
2088, 0
2089, 0
2090, 0
2091, 0
2092, 0
2093, 0
2094, 0
2095, 0.1
2096, 0.3
2097, 0.8
2098, 1.4
2099, 1.9
2100, 2.3
2101, 2.5
2102, 2.3
2103, 2.1
2104, 1.7
2105, 1.2
2106, 0.3
2107, 0.1
2108, 0
2109, 0
2110, 0
2111, 0
2112, 0
2113, 0
2114, 0
2115, 0
2116, 0
2117, 0
2118, 0
2119, 0.1
2120, 0.5
2121, 1.4
2122, 2.4
2123, 3.2
2124, 3.2
2125, 3.1
2126, 3.5
2127, 2.7
2128, 1.9
2129, 1.2
2130, 0.5
2131, 0.1
2132, 0
2133, 0
2134, 0
2135, 0
2136, 0
2137, 0
2138, 0
2139, 0
2140, 0
2141, 0
2142, 0
2143, 0
2144, 0.3
2145, 0.6
2146, 1.2
2147, 1.5
2148, 1.7
2149, 1.6
2150, 1.5
2151, 1.4
2152, 1.2
2153, 1
2154, 0.5
2155, 0.1
2156, 0
2157, 0
2158, 0
2159, 0
2160, 0
2161, 0
2162, 0
2163, 0
2164, 0
2165, 0
2166, 0
2167, 0.1
2168, 0.5
2169, 1.5
2170, 2.6
2171, 3.5
2172, 3.8
2173, 4
2174, 4.2
2175, 3.8
2176, 2.9
2177, 1.8
2178, 0.8
2179, 0.2
2180, 0
2181, 0
2182, 0
2183, 0
2184, 0
2185, 0
2186, 0
2187, 0
2188, 0
2189, 0
2190, 0
2191, 0.2
2192, 0.9
2193, 2.2
2194, 3.5
2195, 4
2196, 3.6
2197, 3
2198, 2.5
2199, 2.3
2200, 1.8
2201, 1.1
2202, 0.4
2203, 0.1
2204, 0
2205, 0
2206, 0
2207, 0
2208, 0
2209, 0
2210, 0
2211, 0
2212, 0
2213, 0
2214, 0
2215, 0.1
2216, 0.5
2217, 1.2
2218, 1.7
2219, 2
2220, 2
2221, 2.3
2222, 2.4
2223, 2.1
2224, 1.6
2225, 1.1
2226, 0.5
